sample,submission_id,status
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . strip ( ) . split ( ) ) ) 
 b = [ 0 ] * n 
 for i in range ( n ) : 
 b [ i ] = a [ n - 1 - i ] 
 print ( * b ) 
",s491264912,"129    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( ' ' . join ( input ( ) . split ( ) [ : : - 1 ] ) )",s496786412,"62    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 print ( * a [ : : - 1 ] ) 
",s498762345,"158    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 print ( ' ' . join ( input ( ) . split ( ) [ : : - 1 ] ) ) 
",s499095323,"196    Accepted
Name: status, dtype: object"
"n = raw _ input ( ) . split ( ) 
 x = map ( int , raw _ input ( ) . split ( ) ) 
 
 lx = len ( x ) 
 for i in range ( 1 , lx ) [ : : - 1 ] : 
 print x [ i ] , 
 print x [ 0 ]",s499926164,"109    Accepted
Name: status, dtype: object"
"# - * - coding : utf - 8 - * - 
 n = input ( ) 
 a = [ int ( s ) for s in input ( ) . split ( ) ] 
 a . reverse ( ) 
 print ( ' ' . join ( map ( str , a ) ) )",s502197240,"35    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 lst = list ( map ( int , input ( ) . split ( ) ) ) 
 lst . reverse ( ) 
 print ( ' ' . join ( map ( str , lst ) ) ) 
 
",s504715439,"117    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 for i in range ( n / / 2 ) : 
 a [ i ] , a [ - ( i + 1 ) ] = a [ - ( i + 1 ) ] , a [ i ] 
 print ( "" "" . join ( str ( n ) for n in a ) ) 
 
",s506881858,"180    Accepted
Name: status, dtype: object"
"z = int ( input ( ) ) 
 lst = list ( map ( int , input ( ) . split ( ) ) ) 
 
 lst . reverse ( ) 
 print ( "" "" . join ( map ( str , lst ) ) ) 
 
",s518590914,"152    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = [ i for i in input ( ) . split ( ) ] 
 l . reverse ( ) 
 print ( "" "" . join ( l ) ) 
",s520244890,"160    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 
 print ( "" "" . join ( reversed ( a ) ) ) 
",s520569281,"179    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 line = list ( map ( int , input ( ) . split ( ) ) ) 
 
 line . reverse ( ) 
 
 print ( * line ) 
",s521335070,"145    Accepted
Name: status, dtype: object"
"i = int ( input ( ) ) 
 lst = list ( map ( int , input ( ) . split ( ) ) ) 
 lst . reverse ( ) 
 for j in range ( i ) : 
 if j = = i - 1 : 
 print ( str ( lst [ j ] ) ) 
 else : 
 print ( str ( lst [ j ] ) , end = "" "" ) 
 
",s531975187,"192    Accepted
Name: status, dtype: object"
"num = int ( input ( ) ) 
 num _ list = list ( map ( int , input ( ) . split ( ) ) ) 
 num _ list . reverse ( ) 
 print ( * num _ list ) 
 
",s532482797,"195    Accepted
Name: status, dtype: object"
"s = input ( ) 
 t = input ( ) . split ( ) 
 t . reverse ( ) 
 print ( ' ' . join ( t ) )",s533705674,"18    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 b = reversed ( a ) 
 print ( ' ' . join ( b ) ) 
",s550986286,"187    Accepted
Name: status, dtype: object"
"input ( ) 
 print' ' . join ( map ( str , raw _ input ( ) . split ( ) ) [ : : - 1 ] )",s555796464,"7    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 
 i = list ( map ( int , input ( ) . split ( ) ) ) 
 i . reverse ( ) 
 
 for idx , val in enumerate ( i ) : 
 if idx = = n - 1 : 
 print ( val ) 
 else : 
 print ( val , ' ' , sep = '' , end = '' ) 
",s557969750,"2    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 
 i = raw _ input ( ) . split ( ) 
 l = raw _ input ( ) . split ( ) 
 
 # l = [ 1 , 2 , 6 5 , 3 , 5 , 8 ] 
 
 l . reverse ( ) 
 
 l _ int = map ( int , l ) 
 
 print "" "" . join ( l ) 
 
 # a = [ 1 , 2 , 3 , 4 , 5 ] 
 # a _ str = map ( str , a ) 
 # print "" , "" . join ( a _ str )",s561858117,"30    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 table = list ( map ( int , input ( ) . split ( ) ) ) 
 table . reverse ( ) 
 
 ls = table 
 
 print ( ' ' . join ( map ( str , ls ) ) ) 
",s580644120,"157    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( "" "" . join ( input ( ) . split ( ) [ : : - 1 ] ) )",s601222854,"68    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = list ( map ( int , input ( ) . split ( ) ) ) 
 l . reverse ( ) 
 print ( ' ' . join ( list ( map ( lambda x : str ( x ) , l ) ) ) ) 
",s610855431,"91    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 a . reverse ( ) 
 for i , elem in enumerate ( a ) : 
 if i > 0 : 
 print ( "" "" , end = "" "" ) # i が 0 より大きいとき、つまり最初の要素ではないとき空白を出力 
 print ( elem , end = "" "" ) 
 print ( ) # 改行を出力 
 
",s618511642,"130    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( * reversed ( input ( ) . split ( ) ) )",s624025618,"78    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 x = list ( map ( int , input ( ) . split ( ) ) ) 
 x . reverse ( ) 
 print ( "" "" . join ( map ( str , x ) ) ) 
",s627088630,"193    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = list ( map ( int , input ( ) . split ( ) ) ) 
 x = [ ] 
 for i in range ( n ) : 
 x . append ( l [ n - 1 - i ] ) 
 for s in x : 
 if ( s = = x [ n - 1 ] ) : 
 print ( ' { } ' . format ( s ) ) 
 else : 
 print ( ' { } ' . format ( s ) , end = "" "" ) 
 
",s627744953,"107    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 # your code here ! 
 n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . rstrip ( ) . split ( ) ) ) 
 for i in range ( n - 1 , - 1 , - 1 ) : 
 if i = = 0 : 
 print ( a [ i ] ) 
 else : 
 print ( a [ i ] , end = "" "" ) 
 
",s633328443,"89    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 for i in range ( n ) : 
 if i = = n - 1 : 
 print ( a [ 0 ] ) 
 else : 
 print ( a [ n - i - 1 ] , end = "" "" ) 
",s641001610,"114    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( ' ' . join ( reversed ( [ x for x in input ( ) . split ( ) ] ) ) )",s643529291,"20    Accepted
Name: status, dtype: object"
"n = input ( ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( ' ' . join ( map ( str , reversed ( a ) ) ) ) 
 
",s659003716,"90    Accepted
Name: status, dtype: object"
"import sys 
 
 input = sys . stdin . readline 
 
 def main ( ) : 
 n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 
 for i in range ( 1 , n + 1 ) : 
 if i = = n : 
 print ( str ( a [ n - i ] ) ) 
 else : 
 print ( str ( a [ n - i ] ) , end = "" "" ) 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 main ( ) 
",s664217852,"139    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 
 n = int ( input ( ) ) 
 a = list ( map ( str , input ( ) . split ( ) ) ) 
 b = a [ - 1 : : - 1 ] 
 print ( ' ' . join ( b ) ) 
 
",s666919694,"177    Accepted
Name: status, dtype: object"
"n = input ( ) 
 table = [ int ( e ) for e in input ( ) . split ( ) ] 
 table . reverse ( ) 
 print ( "" "" . join ( map ( str , table ) ) ) 
",s676765959,"188    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 # your code here ! 
 
 n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( * a [ : : - 1 ] ) 
",s682171367,"136    Accepted
Name: status, dtype: object"
"input ( ) 
 data = input ( ) . split ( ) 
 data . reverse ( ) 
 print ( ' ' . join ( data ) )",s694558479,"15    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( * reversed ( input ( ) . split ( ) ) ) 
 
",s694609025,"173    Accepted
Name: status, dtype: object"
"# 入力 
 n = int ( input ( ) ) # 
 ns = list ( map ( int , input ( ) . split ( ) ) ) 
 
 
 
 print ( * ns [ : : - 1 ] ) # * はリストを引数に展開 print ( ns [ 0 ] , ns [ 1 ] , . . . ) 
 
",s696336984,"6    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 a . reverse ( ) 
 print ( ' ' . join ( a ) ) 
 
",s696561946,"140    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( input ( ) . split ( ) ) 
 a . reverse ( ) 
 print ( "" "" . join ( a ) ) 
",s714994182,"178    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 
 print ( "" "" . join ( a [ : : - 1 ] ) )",s724574540,"75    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = input ( ) . split ( ) 
 
 print ( "" "" . join ( reversed ( a ) ) ) 
",s726656338,"186    Accepted
Name: status, dtype: object"
"input ( ) 
 a = input ( ) . split ( ) 
 a . reverse ( ) 
 print ( ' ' . join ( a ) )",s731639441,"41    Accepted
Name: status, dtype: object"
"# cording utf - 8 
 
 num = int ( input ( ) ) 
 list = input ( ) . rstrip ( ) . split ( "" "" ) 
 
 num = num - 1 
 result = str ( list [ num ] ) 
 
 for i in range ( num ) : 
 result = result + "" "" + str ( list [ num - 1 - i ] ) 
 
 print ( result )",s734476852,"57    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 i = n - 1 
 result = [ ] 
 
 while ( i > = 0 ) : 
 result . append ( a [ i ] ) 
 i - = 1 
 
 x = "" "" . join ( map ( str , result ) ) 
 print ( x ) 
",s739935907,"181    Accepted
Name: status, dtype: object"
"input ( ) 
 list = input ( ) . split ( ) 
 list . reverse ( ) 
 print ( ' ' . join ( list ) ) 
",s748502402,"148    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 a . reverse ( ) 
 
 for i in range ( n ) : 
 if i > 0 : 
 print ( "" "" , end = "" "" ) 
 print ( a [ i ] , end = "" "" ) 
 print ( ) 
",s763551975,"116    Accepted
Name: status, dtype: object"
"inp 1 = int ( input ( ) ) 
 inp 2 = list ( map ( int , input ( ) . split ( ) ) ) 
 
 inp 2 . reverse ( ) 
 print ( ' ' . join ( map ( str , inp 2 ) ) ) 
 
",s774534225,"166    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 lst = list ( map ( int , input ( ) . split ( ) ) ) 
 lst . reverse ( ) 
 for i , elem in enumerate ( lst ) : 
 if i > 0 : 
 print ( "" "" , end = "" "" ) 
 print ( elem , end = "" "" ) 
 print ( ) 
 
",s777613214,"126    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 number = input ( ) . split ( ) 
 number . reverse ( ) 
 print ( ' ' . join ( number ) )",s780369975,"56    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 x = [ x for x in input ( ) . split ( ) ] 
 rx = x [ : : - 1 ] 
 print ( * rx ) 
 
",s780828263,"85    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 print ( "" "" . join ( [ a for a in input ( ) . split ( ) ] [ : : - 1 ] ) ) 
",s782676026,"155    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( * a [ : : - 1 ] ) 
",s785601028,"118    Accepted
Name: status, dtype: object"
"y = int ( input ( ) ) 
 x = input ( ) 
 list = x . split ( ) 
 list . reverse ( ) 
 
 k = "" "" 
 
 
 b = list [ 0 ] 
 
 
 if y > = 2 : 
 a = list [ 0 ] 
 b = a + k 
 
 for i in range ( y - 2 ) : 
 c = list [ i + 1 ] 
 b = b + c + k 
 
 a = list [ - 1 ] 
 b = b + a 
 
 print ( b ) 
",s796647838,"189    Accepted
Name: status, dtype: object"
"x = input ( ) 
 t = list ( map ( int , input ( ) . split ( ) ) ) 
 
 t . reverse ( ) 
 
 print ( "" "" . join ( map ( str , t ) ) ) 
 
",s798639205,"169    Accepted
Name: status, dtype: object"
"# 4 2 数列の反転 
 
 n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 a . reverse ( ) 
 for i in range ( n ) : 
 if i > = 1 : 
 print ( "" "" , end = '' ) 
 print ( a [ i ] , end = '' ) 
 print ( ) 
",s799010986,"138    Accepted
Name: status, dtype: object"
"n = input ( ) 
 lst = map ( int , raw _ input ( ) . split ( ) ) 
 while n > 0 : 
 	 n - = 1 
 	 print lst [ n ] ,",s819820873,"33    Accepted
Name: status, dtype: object"
"i = - 1 
 l = input ( ) 
 iline = [ ] 
 iline = input ( ) . split ( "" "" ) 
 ilinei = [ int ( a ) for a in iline ] 
 ilinei . reverse ( ) 
 l = int ( l ) - 1 
 for i in range ( l ) : 
 print ( str ( ilinei [ i ] ) + "" "" , end = "" "" ) 
 i = i + 1 
 print ( str ( ilinei [ i ] ) ) 
",s824953358,"154    Accepted
Name: status, dtype: object"
"input ( ) 
 a = raw _ input ( ) . split ( ) [ : : - 1 ] 
 print "" "" . join ( a )",s830748539,"10    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( * reversed ( a ) ) 
",s835734213,"134    Accepted
Name: status, dtype: object"
"n = input ( ) 
 a = map ( int , raw _ input ( ) . split ( ) ) 
 a . reverse ( ) 
 for i in a : 
 print i ,",s837064964,"21    Accepted
Name: status, dtype: object"
"import sys 
 n = input ( ) 
 a = map ( int , raw _ input ( ) . split ( ) ) 
 for i in range ( n ) : 
 sys . stdout . write ( ' % d' % a [ n - i - 1 ] ) 
 if i ! = n - 1 : 
 sys . stdout . write ( ' ' ) 
 sys . stdout . write ( ' \ n' )",s837823340,"28    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = list ( map ( str , input ( ) . split ( ) ) ) 
 l . reverse ( ) 
 print ( "" "" . join ( l ) ) 
",s838313313,"197    Accepted
Name: status, dtype: object"
"it = int ( input ( ) ) 
 num = input ( ) . split ( ) 
 for i in range ( it ) : 
 if i = = it - 1 : 
 print ( num [ - 1 - i ] ) 
 else : 
 print ( num [ - 1 - i ] , end = "" "" ) 
 
",s857595104,"151    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = [ int ( i ) for i in input ( ) . split ( ) ] 
 print ( * l [ : : - 1 ] ) 
",s857740128,"88    Accepted
Name: status, dtype: object"
"s = input ( ) 
 li = [ x for x in list ( input ( ) . split ( ) ) ] 
 li . reverse ( ) 
 print ( "" "" . join ( li ) ) 
 
",s862841929,"128    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 s = list ( map ( int , input ( ) . split ( ) ) ) 
 s . reverse ( ) 
 print ( * s ) 
",s882432162,"123    Accepted
Name: status, dtype: object"
"n = input ( ) 
 l = [ i for i in input ( ) . split ( ) ] 
 l . reverse ( ) 
 print ( ' ' . join ( l ) )",s890458348,"16    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 n = list ( map ( int , input ( ) . split ( ) ) ) [ : : - 1 ] 
 print ( * n ) 
",s915186411,"143    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 for i in range ( 0 , n - 1 ) : 
 print ( a [ n - 1 - i ] , end = ' ' ) 
 print ( a [ 0 ] )",s921939107,"48    Accepted
Name: status, dtype: object"
"k = int ( raw _ input ( ) ) 
 lis = raw _ input ( ) . split ( ) 
 
 for i in range ( 1 , k ) : 
 print str ( lis [ k - i ] ) , 
 
 print lis [ 0 ]",s924594237,"14    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = list ( map ( int , input ( ) . split ( ) ) ) 
 l . reverse ( ) 
 
 for i in range ( n ) : 
 	 if i > = 1 : 
 	 	 print ( "" "" , end = "" "" ) 
 	 print ( l [ i ] , end = "" "" ) 
 print ( ) 
",s935404710,"4    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 ans = [ ] 
 for i in range ( n ) : 
 ans . append ( a [ n - 1 - i ] ) 
 print ( "" "" . join ( map ( str , ans ) ) ) 
",s937299556,"168    Accepted
Name: status, dtype: object"
"s = input ( ) 
 t = input ( ) . split ( ) 
 t . reverse ( ) 
 print ( ' ' . join ( t ) ) 
",s952965037,"199    Accepted
Name: status, dtype: object"
"input ( ) 
 nums = [ x for x in input ( ) . split ( "" "" ) ] 
 print ( "" "" . join ( nums [ : : - 1 ] ) )",s953026292,"54    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 l = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( * reversed ( l ) )",s956989705,"37    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 a = a [ : : - 1 ] 
 print ( * a ) 
",s962472777,"135    Accepted
Name: status, dtype: object"
"n = raw _ input ( ) . split ( ) 
 x = raw _ input ( ) . split ( ) 
 
 print "" "" . join ( reversed ( x ) )",s964034528,"110    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 table = list ( map ( int , input ( ) . split ( ) ) ) 
 table . reverse ( ) 
 
 print ( ' ' . join ( map ( str , table ) ) ) 
",s967210549,"122    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 s = input ( ) 
 arr = s . split ( ) 
 print ( ' ' . join ( arr [ : : - 1 ] ) ) 
",s975813901,"174    Accepted
Name: status, dtype: object"
"input ( ) 
 a = input ( ) . split ( ) 
 a . reverse ( ) 
 print ( "" "" . join ( a ) )",s979033554,"42    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 values = list ( map ( int , list ( input ( ) . split ( ) ) ) ) 
 values . reverse ( ) 
 
 result = '' 
 for i in values : 
 result + = ( str ( i ) + ' ' ) 
 else : 
 result = result [ : - 1 ] 
 print ( result ) 
",s985400269,"190    Accepted
Name: status, dtype: object"
"input ( ) 
 print ( "" "" . join ( map ( str , reversed ( input ( ) . split ( ) ) ) ) ) 
",s986002350,"164    Accepted
Name: status, dtype: object"
"import sys 
 
 n = input ( ) 
 ai = raw _ input ( ) 
 ai = map ( int , ai . split ( ) ) 
 
 for i in reversed ( range ( 1 , n ) ) : 
 	 sys . stdout . write ( str ( ai [ i ] ) + "" "" ) 
 print ai [ 0 ]",s996200522,"34    Accepted
Name: status, dtype: object"
"n = input ( ) 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 a . reverse ( ) 
 print ( "" "" . join ( map ( str , a ) ) ) 
 
 
",s996659099,"127    Accepted
Name: status, dtype: object"
"n = input ( ) 
 n = 0 
 if n = = "" 1 1 1 "" : 
 n = 9 9 9 
 elif n = = "" 1 1 9 "" : 
 n = 9 9 1 
 elif n = = "" 1 9 9 "" : 
 n = 9 1 1 
 elif n = = "" 9 9 9 "" : 
 n = 1 1 1 
 elif n = = "" 9 1 1 "" : 
 n = 1 9 9 
 elif n = = "" 9 9 1 "" : 
 n = 1 1 9 
 elif n = = "" 1 9 1 "" : 
 n = 9 1 9 
 elif n = = "" 9 1 9 "" : 
 n = 1 9 1 
 
 print ( n )",s001236322,"182    Accepted
Name: status, dtype: object"
"n = input ( ) 
 lst = [ ] 
 for i in n : 
 if i = = ' 1 ' : 
 lst . append ( ' 9 ' ) 
 else : 
 lst . append ( ' 1 ' ) 
 print ( '' . join ( lst ) )",s003010508,"14    Accepted
Name: status, dtype: object"
"n = input ( ) 
 r = '' . join ( [ ' 9 ' if i = = ' 1 ' else ' 1 ' for i in n ] ) 
 print ( r ) 
",s007971340,"191    Accepted
Name: status, dtype: object"
"n = input ( ) 
 l = [ ] 
 for i in n : 
 if i = = "" 1 "" : 
 l . append ( "" 9 "" ) 
 elif i = = "" 9 "" : 
 l . append ( "" 1 "" ) 
 
 print ( '' . join ( l ) )",s015324673,"6    Accepted
Name: status, dtype: object"
"n = input ( ) 
 res = '' 
 for idx , i in enumerate ( n ) : 
 res + = ' 1 ' if i = = ' 9 ' else ' 9 ' 
 print ( res )",s015846041,"128    Accepted
Name: status, dtype: object"
"n = input ( ) 
 print ( n . translate ( str . maketrans ( { ' 1 ' : ' 9 ' , ' 9 ' : ' 1 ' } ) ) )",s016446565,"129    Accepted
Name: status, dtype: object"
"ans = [ ' 1 ' if i = = ' 9 ' else ' 9 ' for i in input ( ) ] 
 print ( ans [ 0 ] + ans [ 1 ] + ans [ 2 ] ) 
",s017982528,"154    Accepted
Name: status, dtype: object"
"x = [ int ( i ) for i in input ( ) ] 
 
 for i in range ( len ( x ) ) : 
 if x [ i ] = = 1 : 
 x [ i ] = "" 9 "" 
 elif x [ i ] = = 9 : 
 x [ i ] = "" 1 "" 
 
 print ( "" "" . join ( x ) )",s018882566,"89    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 
 num = input ( ) . rstrip ( ) 
 
 num = num . replace ( "" 9 "" , "" 2 "" ) 
 num = num . replace ( "" 1 "" , "" 9 "" ) 
 num = num . replace ( "" 2 "" , "" 1 "" ) 
 print ( num )",s021381026,"53    Accepted
Name: status, dtype: object"
"s = str ( input ( ) ) 
 dst = s . translate ( { 
 ord ( ' 1 ' ) : ' 9 ' , 
 ord ( ' 9 ' ) : ' 1 ' , 
 } ) 
 print ( dst ) 
",s022142141,"155    Accepted
Name: status, dtype: object"
"n = list ( input ( ) ) 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = "" 1 "" : 
 n [ i ] = 9 
 elif n [ i ] = = "" 9 "" : 
 n [ i ] = 1 
 print ( n [ 0 ] * 1 0 0 + n [ 1 ] * 1 0 + n [ 2 ] )",s026491427,"76    Accepted
Name: status, dtype: object"
"print ( "" "" . join ( { "" 1 "" : "" 9 "" , "" 9 "" : "" 1 "" } [ i ] for i in input ( ) ) )",s030028137,"149    Accepted
Name: status, dtype: object"
print ( 1 1 1 0 - int ( input ( ) ) ),s041840782,"88    Accepted
Name: status, dtype: object"
"import itertools 
 import math 
 import fractions 
 import functools 
 import copy 
 
 n = input ( ) 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = ' 1 ' : 
 print ( ' 9 ' , end = "" "" ) 
 else : 
 print ( ' 1 ' , end = "" "" ) 
 print ( "" "" )",s044157015,"21    Accepted
Name: status, dtype: object"
"n = input ( ) 
 s = '' 
 for i in range ( len ( n ) ) : 
 	 if n [ i ] = = ' 1 ' : 
 	 	 s = s + ' 9 ' 
 	 elif n [ i ] = = ' 9 ' : 
 	 	 s = s + ' 1 ' 
 
 print ( s ) 
",s059471701,"140    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 
 print ( 1 1 1 0 - n )",s066754355,"37    Accepted
Name: status, dtype: object"
"def main ( ) : 
 n = list ( str ( input ( ) ) ) 
 ans = '' 
 for i in n : 
 if i = = ' 1 ' : 
 ans = ans + ' 9 ' 
 else : 
 ans = ans + ' 1 ' 
 print ( int ( ans ) ) 
 main ( )",s080437616,"15    Accepted
Name: status, dtype: object"
"n = list ( input ( ) ) 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = ' 9 ' : 
 n [ i ] = ' 1 ' 
 else : 
 n [ i ] = ' 9 ' 
 print ( '' . join ( n ) )",s087260063,"142    Accepted
Name: status, dtype: object"
"s = input ( ) 
 t = "" "" 
 for k in s : 
 if k = = "" 1 "" : 
 t + = "" 9 "" 
 else : 
 t + = "" 1 "" 
 print ( t )",s099932364,"198    Accepted
Name: status, dtype: object"
"# input ( ) 
 # int ( input ( ) ) 
 # map ( int , input ( ) . split ( ) ) 
 # list ( map ( int , input ( ) . split ( ) ) ) 
 # list ( map ( int , list ( input ( ) ) ) ) # スペースがない数字リストを読み込み 
 import math 
 import fractions 
 import sys 
 import bisect 
 import heapq # 優先度付きキュー ( 最小値取り出し ) 
 import collections 
 from collections import counter 
 from collections import deque 
 import pprint 
 import itertools 
 
 sr = lambda : input ( ) 
 ir = lambda : int ( sr ( ) ) 
 lr = lambda : list ( map ( int , sr ( ) . split ( ) ) ) 
 
 "" "" "" nを素因数分解 "" "" "" 
 "" "" "" 2 以上の整数n = > [ [ 素因数 , 指数 ] , . . . ] の 2 次元リスト "" "" "" 
 
 
 def factorization ( n ) : 
 arr = [ ] 
 temp = n 
 if n = = 1 : 
 return arr 
 
 for i in range ( 2 , int ( - ( - n * * 0 . 5 / / 1 ) ) + 1 ) : 
 if temp % i = = 0 : 
 cnt = 0 
 while temp % i = = 0 : 
 cnt + = 1 
 temp / / = i 
 arr . append ( [ i , cnt ] ) 
 
 if temp ! = 1 : 
 arr . append ( [ temp , 1 ] ) 
 
 if arr = = [ ] : 
 arr . append ( [ n , 1 ] ) 
 
 return arr 
 
 
 # a ^ n 
 def power ( a , n , mod ) : 
 x = 1 
 while n : 
 if n & 1 : 
 x * = a % mod 
 n > > = 1 
 a * = a % mod 
 return x % mod 
 
 
 # n * ( n - 1 ) * . . . * ( l + 1 ) * l 
 def kaijo ( n , l , mod ) : 
 if n = = 0 : 
 return 1 
 a = n 
 tmp = n - 1 
 while ( tmp > = l ) : 
 a = a * tmp % mod 
 tmp - = 1 
 return a 
 
 # union find 
 class unionfind ( ) : 
 def _ _ init _ _ ( self , n ) : 
 self . n = n 
 self . parents = [ - 1 ] * n 
 
 def find ( self , x ) : 
 if self . parents [ x ] < 0 : 
 return x 
 else : 
 self . parents [ x ] = self . find ( self . parents [ x ] ) 
 return self . parents [ x ] 
 
 def union ( self , x , y ) : 
 x = self . find ( x ) 
 y = self . find ( y ) 
 
 if x = = y : 
 return 
 
 if self . parents [ x ] > self . parents [ y ] : 
 x , y = y , x 
 
 self . parents [ x ] + = self . parents [ y ] 
 self . parents [ y ] = x 
 
 def size ( self , x ) : 
 return - self . parents [ self . find ( x ) ] 
 
 def same ( self , x , y ) : 
 return self . find ( x ) = = self . find ( y ) 
 
 def members ( self , x ) : 
 root = self . find ( x ) 
 return [ i for i in range ( self . n ) if self . find ( i ) = = root ] 
 
 def roots ( self ) : 
 return [ i for i , x in enumerate ( self . parents ) if x < 0 ] 
 
 def group _ count ( self ) : 
 return len ( self . roots ( ) ) 
 
 def all _ group _ members ( self ) : 
 return { r : self . members ( r ) for r in self . roots ( ) } 
 
 def _ _ str _ _ ( self ) : 
 return ' \ n' . join ( ' { } : { } ' . format ( r , self . members ( r ) ) for r in self . roots ( ) ) 
 
 # 約数生成 
 def make _ divisors ( n ) : 
 divisors = [ ] 
 for i in range ( 1 , int ( n * * 0 . 5 ) + 1 ) : 
 if n % i = = 0 : 
 divisors . append ( i ) 
 if i ! = n / / i : 
 divisors . append ( n / / i ) 
 
 divisors . sort ( ) 
 return divisors 
 
 inf = 1 0 * * 1 8 
 mod = 1 0 * * 9 + 7 
 
 n = ir ( ) 
 print ( 1 1 1 0 - n ) 
 
",s103926596,"1    Accepted
Name: status, dtype: object"
"a = [ "" 1 "" if n = = "" 9 "" else "" 9 "" for n in input ( ) ] 
 print ( "" "" . join ( a ) )",s106921540,"80    Accepted
Name: status, dtype: object"
