X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0,0,22,5,23,3,19,3,4,4,2
0,22,5,23,3,19,3,4,4,2,11
22,5,23,3,19,3,4,4,2,11,5
5,23,3,19,3,4,4,2,11,5,45
23,3,19,3,4,4,2,11,5,45,3
3,19,3,4,4,2,11,5,45,3,42
19,3,4,4,2,11,5,45,3,42,3
3,4,4,2,11,5,45,3,42,3,23
4,4,2,11,5,45,3,42,3,23,7
4,2,11,5,45,3,42,3,23,7,19
2,11,5,45,3,42,3,23,7,19,3
11,5,45,3,42,3,23,7,19,3,4
5,45,3,42,3,23,7,19,3,4,8
45,3,42,3,23,7,19,3,4,8,36
3,42,3,23,7,19,3,4,8,36,3
42,3,23,7,19,3,4,8,36,3,4
3,23,7,19,3,4,8,36,3,4,4
23,7,19,3,4,8,36,3,4,4,4
7,19,3,4,8,36,3,4,4,4,2
19,3,4,8,36,3,4,4,4,2,11
3,4,8,36,3,4,4,4,2,11,8
4,8,36,3,4,4,4,2,11,8,124
8,36,3,4,4,4,2,11,8,124,3
36,3,4,4,4,2,11,8,124,3,4
3,4,4,4,2,11,8,124,3,4,2
4,4,4,2,11,8,124,3,4,2,11
4,4,2,11,8,124,3,4,2,11,8
4,2,11,8,124,3,4,2,11,8,90
2,11,8,124,3,4,2,11,8,90,3
11,8,124,3,4,2,11,8,90,3,4
8,124,3,4,2,11,8,90,3,4,2
124,3,4,2,11,8,90,3,4,2,52
3,4,2,11,8,90,3,4,2,52,5
4,2,11,8,90,3,4,2,52,5,1
2,11,8,90,3,4,2,52,5,1,2
11,8,90,3,4,2,52,5,1,2,29
8,90,3,4,2,52,5,1,2,29,81
90,3,4,2,52,5,1,2,29,81,28
3,4,2,52,5,1,2,29,81,28,11
4,2,52,5,1,2,29,81,28,11,6
2,52,5,1,2,29,81,28,11,6,2
52,5,1,2,29,81,28,11,6,2,1
5,1,2,29,81,28,11,6,2,1,52
1,2,29,81,28,11,6,2,1,52,1
2,29,81,28,11,6,2,1,52,1,1
29,81,28,11,6,2,1,52,1,1,46
81,28,11,6,2,1,52,1,1,46,3
28,11,6,2,1,52,1,1,46,3,81
11,6,2,1,52,1,1,46,3,81,4
6,2,1,52,1,1,46,3,81,4,2
2,1,52,1,1,46,3,81,4,2,2
1,52,1,1,46,3,81,4,2,2,1
52,1,1,46,3,81,4,2,2,1,18
1,1,46,3,81,4,2,2,1,18,3
1,46,3,81,4,2,2,1,18,3,52
46,3,81,4,2,2,1,18,3,52,4
3,81,4,2,2,1,18,3,52,4,2
81,4,2,2,1,18,3,52,4,2,2
4,2,2,1,18,3,52,4,2,2,1
0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,19,3
0,0,0,0,0,0,0,0,19,3,4
0,0,0,0,0,0,0,19,3,4,2
0,0,0,0,0,0,19,3,4,2,18
0,0,0,0,0,19,3,4,2,18,3
0,0,0,0,19,3,4,2,18,3,20
0,0,0,19,3,4,2,18,3,20,19
0,0,19,3,4,2,18,3,20,19,3
0,19,3,4,2,18,3,20,19,3,4
19,3,4,2,18,3,20,19,3,4,8
3,4,2,18,3,20,19,3,4,8,36
4,2,18,3,20,19,3,4,8,36,3
2,18,3,20,19,3,4,8,36,3,4
18,3,20,19,3,4,8,36,3,4,13
3,20,19,3,4,8,36,3,4,13,6
20,19,3,4,8,36,3,4,13,6,6
19,3,4,8,36,3,4,13,6,6,30
3,4,8,36,3,4,13,6,6,30,9
4,8,36,3,4,13,6,6,30,9,14
8,36,3,4,13,6,6,30,9,14,7
36,3,4,13,6,6,30,9,14,7,191
3,4,13,6,6,30,9,14,7,191,5
4,13,6,6,30,9,14,7,191,5,1
13,6,6,30,9,14,7,191,5,1,4
6,6,30,9,14,7,191,5,1,4,1
6,30,9,14,7,191,5,1,4,1,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,1,2,2
0,0,0,0,0,0,0,1,2,2,17
0,0,0,0,0,0,1,2,2,17,5
0,0,0,0,0,1,2,2,17,5,1
0,0,0,0,1,2,2,17,5,1,3
0,0,0,1,2,2,17,5,1,3,4
0,0,1,2,2,17,5,1,3,4,8
0,1,2,2,17,5,1,3,4,8,36
1,2,2,17,5,1,3,4,8,36,3
2,2,17,5,1,3,4,8,36,3,4
2,17,5,1,3,4,8,36,3,4,2
17,5,1,3,4,8,36,3,4,2,51
5,1,3,4,8,36,3,4,2,51,5
1,3,4,8,36,3,4,2,51,5,1
3,4,8,36,3,4,2,51,5,1,3
4,8,36,3,4,2,51,5,1,3,4
8,36,3,4,2,51,5,1,3,4,8
36,3,4,2,51,5,1,3,4,8,36
3,4,2,51,5,1,3,4,8,36,3
4,2,51,5,1,3,4,8,36,3,4
2,51,5,1,3,4,8,36,3,4,2
51,5,1,3,4,8,36,3,4,2,2
5,1,3,4,8,36,3,4,2,2,1
1,3,4,8,36,3,4,2,2,1,2
3,4,8,36,3,4,2,2,1,2,2
4,8,36,3,4,2,2,1,2,2,51
8,36,3,4,2,2,1,2,2,51,8
36,3,4,2,2,1,2,2,51,8,90
3,4,2,2,1,2,2,51,8,90,3
4,2,2,1,2,2,51,8,90,3,4
2,2,1,2,2,51,8,90,3,4,2
2,1,2,2,51,8,90,3,4,2,2
1,2,2,51,8,90,3,4,2,2,1
2,2,51,8,90,3,4,2,2,1,5
2,51,8,90,3,4,2,2,1,5,42
51,8,90,3,4,2,2,1,5,42,3
8,90,3,4,2,2,1,5,42,3,23
90,3,4,2,2,1,5,42,3,23,7
3,4,2,2,1,5,42,3,23,7,51
4,2,2,1,5,42,3,23,7,51,4
2,2,1,5,42,3,23,7,51,4,2
2,1,5,42,3,23,7,51,4,2,2
1,5,42,3,23,7,51,4,2,2,18
5,42,3,23,7,51,4,2,2,18,1
42,3,23,7,51,4,2,2,18,1,8
3,23,7,51,4,2,2,18,1,8,77
23,7,51,4,2,2,18,1,8,77,3
7,51,4,2,2,18,1,8,77,3,51
51,4,2,2,18,1,8,77,3,51,4
4,2,2,18,1,8,77,3,51,4,2
2,2,18,1,8,77,3,51,4,2,2
2,18,1,8,77,3,51,4,2,2,1
18,1,8,77,3,51,4,2,2,1,2
1,8,77,3,51,4,2,2,1,2,1
8,77,3,51,4,2,2,1,2,1,2
77,3,51,4,2,2,1,2,1,2,1
3,51,4,2,2,1,2,1,2,1,1
51,4,2,2,1,2,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,45
0,0,0,0,0,0,0,27,5,45,3
0,0,0,0,0,0,27,5,45,3,19
0,0,0,0,0,27,5,45,3,19,3
0,0,0,0,27,5,45,3,19,3,4
0,0,0,27,5,45,3,19,3,4,4
0,0,27,5,45,3,19,3,4,4,2
0,27,5,45,3,19,3,4,4,2,29
27,5,45,3,19,3,4,4,2,29,61
5,45,3,19,3,4,4,2,29,61,28
45,3,19,3,4,4,2,29,61,28,27
3,19,3,4,4,2,29,61,28,27,6
19,3,4,4,2,29,61,28,27,6,2
3,4,4,2,29,61,28,27,6,2,1
4,4,2,29,61,28,27,6,2,1,26
4,2,29,61,28,27,6,2,1,26,61
2,29,61,28,27,6,2,1,26,61,1
29,61,28,27,6,2,1,26,61,1,1
61,28,27,6,2,1,26,61,1,1,6
28,27,6,2,1,26,61,1,1,6,2
27,6,2,1,26,61,1,1,6,2,1
6,2,1,26,61,1,1,6,2,1,18
2,1,26,61,1,1,6,2,1,18,3
1,26,61,1,1,6,2,1,18,3,1
26,61,1,1,6,2,1,18,3,1,7
61,1,1,6,2,1,18,3,1,7,100
1,1,6,2,1,18,3,1,7,100,5
1,6,2,1,18,3,1,7,100,5,1
6,2,1,18,3,1,7,100,5,1,4
2,1,18,3,1,7,100,5,1,4,2
1,18,3,1,7,100,5,1,4,2,1
18,3,1,7,100,5,1,4,2,1,58
3,1,7,100,5,1,4,2,1,58,61
1,7,100,5,1,4,2,1,58,61,1
7,100,5,1,4,2,1,58,61,1,1
100,5,1,4,2,1,58,61,1,1,6
5,1,4,2,1,58,61,1,1,6,2
1,4,2,1,58,61,1,1,6,2,1
4,2,1,58,61,1,1,6,2,1,18
2,1,58,61,1,1,6,2,1,18,3
1,58,61,1,1,6,2,1,18,3,1
58,61,1,1,6,2,1,18,3,1,7
61,1,1,6,2,1,18,3,1,7,100
1,1,6,2,1,18,3,1,7,100,5
1,6,2,1,18,3,1,7,100,5,1
6,2,1,18,3,1,7,100,5,1,4
2,1,18,3,1,7,100,5,1,4,2
1,18,3,1,7,100,5,1,4,2,1
18,3,1,7,100,5,1,4,2,1,39
3,1,7,100,5,1,4,2,1,39,6
1,7,100,5,1,4,2,1,39,6,2
7,100,5,1,4,2,1,39,6,2,1
100,5,1,4,2,1,39,6,2,1,18
5,1,4,2,1,39,6,2,1,18,3
1,4,2,1,39,6,2,1,18,3,61
4,2,1,39,6,2,1,18,3,61,4
2,1,39,6,2,1,18,3,61,4,2
1,39,6,2,1,18,3,61,4,2,1
39,6,2,1,18,3,61,4,2,1,1
6,2,1,18,3,61,4,2,1,1,18
2,1,18,3,61,4,2,1,1,18,3
1,18,3,61,4,2,1,1,18,3,4
18,3,61,4,2,1,1,18,3,4,1
3,61,4,2,1,1,18,3,4,1,1
0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,22,5
0,0,0,0,0,0,0,0,22,5,19
0,0,0,0,0,0,0,22,5,19,3
0,0,0,0,0,0,22,5,19,3,4
0,0,0,0,0,22,5,19,3,4,2
0,0,0,0,22,5,19,3,4,2,34
0,0,0,22,5,19,3,4,2,34,5
0,0,22,5,19,3,4,2,34,5,1
0,22,5,19,3,4,2,34,5,1,2
22,5,19,3,4,2,34,5,1,2,29
5,19,3,4,2,34,5,1,2,29,17
19,3,4,2,34,5,1,2,29,17,28
3,4,2,34,5,1,2,29,17,28,22
4,2,34,5,1,2,29,17,28,22,6
2,34,5,1,2,29,17,28,22,6,2
34,5,1,2,29,17,28,22,6,2,1
5,1,2,29,17,28,22,6,2,1,26
1,2,29,17,28,22,6,2,1,26,17
2,29,17,28,22,6,2,1,26,17,1
29,17,28,22,6,2,1,26,17,1,1
17,28,22,6,2,1,26,17,1,1,6
28,22,6,2,1,26,17,1,1,6,2
22,6,2,1,26,17,1,1,6,2,1
6,2,1,26,17,1,1,6,2,1,34
2,1,26,17,1,1,6,2,1,34,1
1,26,17,1,1,6,2,1,34,1,1
26,17,1,1,6,2,1,34,1,1,2
17,1,1,6,2,1,34,1,1,2,1
1,1,6,2,1,34,1,1,2,1,58
1,6,2,1,34,1,1,2,1,58,17
6,2,1,34,1,1,2,1,58,17,1
2,1,34,1,1,2,1,58,17,1,1
1,34,1,1,2,1,58,17,1,1,6
34,1,1,2,1,58,17,1,1,6,2
1,1,2,1,58,17,1,1,6,2,1
1,2,1,58,17,1,1,6,2,1,34
2,1,58,17,1,1,6,2,1,34,1
1,58,17,1,1,6,2,1,34,1,1
58,17,1,1,6,2,1,34,1,1,2
17,1,1,6,2,1,34,1,1,2,1
1,1,6,2,1,34,1,1,2,1,1
1,6,2,1,34,1,1,2,1,1,18
6,2,1,34,1,1,2,1,1,18,3
2,1,34,1,1,2,1,1,18,3,34
1,34,1,1,2,1,1,18,3,34,4
34,1,1,2,1,1,18,3,34,4,1
1,1,2,1,1,18,3,34,4,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,19
0,0,0,0,0,0,0,27,5,19,3
0,0,0,0,0,0,27,5,19,3,4
0,0,0,0,0,27,5,19,3,4,128
0,0,0,0,27,5,19,3,4,128,2
0,0,0,27,5,19,3,4,128,2,2
0,0,27,5,19,3,4,128,2,2,34
0,27,5,19,3,4,128,2,2,34,5
27,5,19,3,4,128,2,2,34,5,1
5,19,3,4,128,2,2,34,5,1,128
19,3,4,128,2,2,34,5,1,128,2
3,4,128,2,2,34,5,1,128,2,2
4,128,2,2,34,5,1,128,2,2,29
128,2,2,34,5,1,128,2,2,29,61
2,2,34,5,1,128,2,2,29,61,28
2,34,5,1,128,2,2,29,61,28,27
34,5,1,128,2,2,29,61,28,27,6
5,1,128,2,2,29,61,28,27,6,2
1,128,2,2,29,61,28,27,6,2,1
128,2,2,29,61,28,27,6,2,1,26
2,2,29,61,28,27,6,2,1,26,61
2,29,61,28,27,6,2,1,26,61,1
29,61,28,27,6,2,1,26,61,1,1
61,28,27,6,2,1,26,61,1,1,6
28,27,6,2,1,26,61,1,1,6,2
27,6,2,1,26,61,1,1,6,2,1
6,2,1,26,61,1,1,6,2,1,34
2,1,26,61,1,1,6,2,1,34,1
1,26,61,1,1,6,2,1,34,1,1
26,61,1,1,6,2,1,34,1,1,2
61,1,1,6,2,1,34,1,1,2,1
1,1,6,2,1,34,1,1,2,1,58
1,6,2,1,34,1,1,2,1,58,61
6,2,1,34,1,1,2,1,58,61,1
2,1,34,1,1,2,1,58,61,1,1
1,34,1,1,2,1,58,61,1,1,6
34,1,1,2,1,58,61,1,1,6,2
1,1,2,1,58,61,1,1,6,2,1
1,2,1,58,61,1,1,6,2,1,34
2,1,58,61,1,1,6,2,1,34,1
1,58,61,1,1,6,2,1,34,1,1
58,61,1,1,6,2,1,34,1,1,2
61,1,1,6,2,1,34,1,1,2,1
1,1,6,2,1,34,1,1,2,1,39
1,6,2,1,34,1,1,2,1,39,6
6,2,1,34,1,1,2,1,39,6,2
2,1,34,1,1,2,1,39,6,2,1
1,34,1,1,2,1,39,6,2,1,34
34,1,1,2,1,39,6,2,1,34,1
1,1,2,1,39,6,2,1,34,1,61
1,2,1,39,6,2,1,34,1,61,2
2,1,39,6,2,1,34,1,61,2,2
1,39,6,2,1,34,1,61,2,2,1
39,6,2,1,34,1,61,2,2,1,1
6,2,1,34,1,61,2,2,1,1,18
2,1,34,1,61,2,2,1,1,18,3
1,34,1,61,2,2,1,1,18,3,34
34,1,61,2,2,1,1,18,3,34,4
1,61,2,2,1,1,18,3,34,4,1
61,2,2,1,1,18,3,34,4,1,1
0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,22,5
0,0,0,0,0,0,0,0,22,5,45
0,0,0,0,0,0,0,22,5,45,3
0,0,0,0,0,0,22,5,45,3,19
0,0,0,0,0,22,5,45,3,19,3
0,0,0,0,22,5,45,3,19,3,4
0,0,0,22,5,45,3,19,3,4,4
0,0,22,5,45,3,19,3,4,4,2
0,22,5,45,3,19,3,4,4,2,29
22,5,45,3,19,3,4,4,2,29,17
5,45,3,19,3,4,4,2,29,17,28
45,3,19,3,4,4,2,29,17,28,40
3,19,3,4,4,2,29,17,28,40,3
19,3,4,4,2,29,17,28,40,3,62
3,4,4,2,29,17,28,40,3,62,4
4,4,2,29,17,28,40,3,62,4,6
4,2,29,17,28,40,3,62,4,6,2
2,29,17,28,40,3,62,4,6,2,1
29,17,28,40,3,62,4,6,2,1,26
17,28,40,3,62,4,6,2,1,26,22
28,40,3,62,4,6,2,1,26,22,13
40,3,62,4,6,2,1,26,22,13,17
3,62,4,6,2,1,26,22,13,17,14
62,4,6,2,1,26,22,13,17,14,1
4,6,2,1,26,22,13,17,14,1,1
6,2,1,26,22,13,17,14,1,1,6
2,1,26,22,13,17,14,1,1,6,2
1,26,22,13,17,14,1,1,6,2,1
26,22,13,17,14,1,1,6,2,1,22
22,13,17,14,1,1,6,2,1,22,13
13,17,14,1,1,6,2,1,22,13,17
17,14,1,1,6,2,1,22,13,17,14
14,1,1,6,2,1,22,13,17,14,5
1,1,6,2,1,22,13,17,14,5,1
1,6,2,1,22,13,17,14,5,1,2
6,2,1,22,13,17,14,5,1,2,1
2,1,22,13,17,14,5,1,2,1,58
1,22,13,17,14,5,1,2,1,58,22
22,13,17,14,5,1,2,1,58,22,13
13,17,14,5,1,2,1,58,22,13,17
17,14,5,1,2,1,58,22,13,17,14
14,5,1,2,1,58,22,13,17,14,1
5,1,2,1,58,22,13,17,14,1,1
1,2,1,58,22,13,17,14,1,1,6
2,1,58,22,13,17,14,1,1,6,2
1,58,22,13,17,14,1,1,6,2,1
58,22,13,17,14,1,1,6,2,1,22
22,13,17,14,1,1,6,2,1,22,13
13,17,14,1,1,6,2,1,22,13,17
17,14,1,1,6,2,1,22,13,17,14
14,1,1,6,2,1,22,13,17,14,5
1,1,6,2,1,22,13,17,14,5,1
1,6,2,1,22,13,17,14,5,1,2
6,2,1,22,13,17,14,5,1,2,1
2,1,22,13,17,14,5,1,2,1,1
1,22,13,17,14,5,1,2,1,1,18
22,13,17,14,5,1,2,1,1,18,3
13,17,14,5,1,2,1,1,18,3,1
17,14,5,1,2,1,1,18,3,1,8
14,5,1,2,1,1,18,3,1,8,77
5,1,2,1,1,18,3,1,8,77,3
1,2,1,1,18,3,1,8,77,3,22
2,1,1,18,3,1,8,77,3,22,4
1,1,18,3,1,8,77,3,22,4,4
1,18,3,1,8,77,3,22,4,4,2
18,3,1,8,77,3,22,4,4,2,1
0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,54,76
0,0,0,0,0,0,0,0,54,76,3
0,0,0,0,0,0,0,54,76,3,4
0,0,0,0,0,0,54,76,3,4,6
0,0,0,0,0,54,76,3,4,6,2
0,0,0,0,54,76,3,4,6,2,1
0,0,0,54,76,3,4,6,2,1,22
0,0,54,76,3,4,6,2,1,22,5
0,54,76,3,4,6,2,1,22,5,19
54,76,3,4,6,2,1,22,5,19,3
76,3,4,6,2,1,22,5,19,3,4
3,4,6,2,1,22,5,19,3,4,2
4,6,2,1,22,5,19,3,4,2,108
6,2,1,22,5,19,3,4,2,108,5
2,1,22,5,19,3,4,2,108,5,1
1,22,5,19,3,4,2,108,5,1,2
22,5,19,3,4,2,108,5,1,2,29
5,19,3,4,2,108,5,1,2,29,17
19,3,4,2,108,5,1,2,29,17,28
3,4,2,108,5,1,2,29,17,28,22
4,2,108,5,1,2,29,17,28,22,6
2,108,5,1,2,29,17,28,22,6,2
108,5,1,2,29,17,28,22,6,2,1
5,1,2,29,17,28,22,6,2,1,26
1,2,29,17,28,22,6,2,1,26,17
2,29,17,28,22,6,2,1,26,17,1
29,17,28,22,6,2,1,26,17,1,1
17,28,22,6,2,1,26,17,1,1,6
28,22,6,2,1,26,17,1,1,6,2
22,6,2,1,26,17,1,1,6,2,1
6,2,1,26,17,1,1,6,2,1,17
2,1,26,17,1,1,6,2,1,17,5
1,26,17,1,1,6,2,1,17,5,1
26,17,1,1,6,2,1,17,5,1,2
17,1,1,6,2,1,17,5,1,2,1
1,1,6,2,1,17,5,1,2,1,39
1,6,2,1,17,5,1,2,1,39,6
6,2,1,17,5,1,2,1,39,6,2
2,1,17,5,1,2,1,39,6,2,1
1,17,5,1,2,1,39,6,2,1,17
17,5,1,2,1,39,6,2,1,17,5
5,1,2,1,39,6,2,1,17,5,1
1,2,1,39,6,2,1,17,5,1,2
2,1,39,6,2,1,17,5,1,2,1
1,39,6,2,1,17,5,1,2,1,108
39,6,2,1,17,5,1,2,1,108,1
6,2,1,17,5,1,2,1,108,1,17
2,1,17,5,1,2,1,108,1,17,2
1,17,5,1,2,1,108,1,17,2,1
17,5,1,2,1,108,1,17,2,1,18
5,1,2,1,108,1,17,2,1,18,3
1,2,1,108,1,17,2,1,18,3,108
2,1,108,1,17,2,1,18,3,108,4
1,108,1,17,2,1,18,3,108,4,2
108,1,17,2,1,18,3,108,4,2,2
1,17,2,1,18,3,108,4,2,2,2
17,2,1,18,3,108,4,2,2,2,1
2,1,18,3,108,4,2,2,2,1,26
1,18,3,108,4,2,2,2,1,26,1
18,3,108,4,2,2,2,1,26,1,1
3,108,4,2,2,2,1,26,1,1,1
108,4,2,2,2,1,26,1,1,1,6
4,2,2,2,1,26,1,1,1,6,2
2,2,2,1,26,1,1,1,6,2,1
2,2,1,26,1,1,1,6,2,1,76
2,1,26,1,1,1,6,2,1,76,3
1,26,1,1,1,6,2,1,76,3,4
26,1,1,1,6,2,1,76,3,4,2
1,1,1,6,2,1,76,3,4,2,1
1,1,6,2,1,76,3,4,2,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,45
0,0,0,0,0,0,0,27,5,45,3
0,0,0,0,0,0,27,5,45,3,19
0,0,0,0,0,27,5,45,3,19,3
0,0,0,0,27,5,45,3,19,3,4
0,0,0,27,5,45,3,19,3,4,4
0,0,27,5,45,3,19,3,4,4,2
0,27,5,45,3,19,3,4,4,2,81
27,5,45,3,19,3,4,4,2,81,5
5,45,3,19,3,4,4,2,81,5,64
45,3,19,3,4,4,2,81,5,64,1
3,19,3,4,4,2,81,5,64,1,6
19,3,4,4,2,81,5,64,1,6,1
3,4,4,2,81,5,64,1,6,1,7
4,4,2,81,5,64,1,6,1,7,1
4,2,81,5,64,1,6,1,7,1,6
2,81,5,64,1,6,1,7,1,6,1
81,5,64,1,6,1,7,1,6,1,65
5,64,1,6,1,7,1,6,1,65,2
64,1,6,1,7,1,6,1,65,2,1
1,6,1,7,1,6,1,65,2,1,5
6,1,7,1,6,1,65,2,1,5,13
1,7,1,6,1,65,2,1,5,13,81
7,1,6,1,65,2,1,5,13,81,13
1,6,1,65,2,1,5,13,81,13,61
6,1,65,2,1,5,13,81,13,61,14
1,65,2,1,5,13,81,13,61,14,29
65,2,1,5,13,81,13,61,14,29,61
2,1,5,13,81,13,61,14,29,61,28
1,5,13,81,13,61,14,29,61,28,27
5,13,81,13,61,14,29,61,28,27,14
13,81,13,61,14,29,61,28,27,14,2
81,13,61,14,29,61,28,27,14,2,18
13,61,14,29,61,28,27,14,2,18,3
61,14,29,61,28,27,14,2,18,3,1
14,29,61,28,27,14,2,18,3,1,4
29,61,28,27,14,2,18,3,1,4,1
61,28,27,14,2,18,3,1,4,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,19
0,0,0,0,0,0,0,27,5,19,3
0,0,0,0,0,0,27,5,19,3,4
0,0,0,0,0,27,5,19,3,4,8
0,0,0,0,27,5,19,3,4,8,162
0,0,0,27,5,19,3,4,8,162,3
0,0,27,5,19,3,4,8,162,3,4
0,27,5,19,3,4,8,162,3,4,2
27,5,19,3,4,8,162,3,4,2,81
5,19,3,4,8,162,3,4,2,81,5
19,3,4,8,162,3,4,2,81,5,64
3,4,8,162,3,4,2,81,5,64,1
4,8,162,3,4,2,81,5,64,1,6
8,162,3,4,2,81,5,64,1,6,1
162,3,4,2,81,5,64,1,6,1,7
3,4,2,81,5,64,1,6,1,7,1
4,2,81,5,64,1,6,1,7,1,6
2,81,5,64,1,6,1,7,1,6,1
81,5,64,1,6,1,7,1,6,1,65
5,64,1,6,1,7,1,6,1,65,2
64,1,6,1,7,1,6,1,65,2,18
1,6,1,7,1,6,1,65,2,18,3
6,1,7,1,6,1,65,2,18,3,78
1,7,1,6,1,65,2,18,3,78,8
7,1,6,1,65,2,18,3,78,8,77
1,6,1,65,2,18,3,78,8,77,3
6,1,65,2,18,3,78,8,77,3,13
1,65,2,18,3,78,8,77,3,13,81
65,2,18,3,78,8,77,3,13,81,13
2,18,3,78,8,77,3,13,81,13,61
18,3,78,8,77,3,13,81,13,61,14
3,78,8,77,3,13,81,13,61,14,29
78,8,77,3,13,81,13,61,14,29,61
8,77,3,13,81,13,61,14,29,61,28
77,3,13,81,13,61,14,29,61,28,27
3,13,81,13,61,14,29,61,28,27,14
13,81,13,61,14,29,61,28,27,14,4
81,13,61,14,29,61,28,27,14,4,4
13,61,14,29,61,28,27,14,4,4,1
61,14,29,61,28,27,14,4,4,1,1
0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,22,5
0,0,0,0,0,0,0,0,22,5,19
0,0,0,0,0,0,0,22,5,19,3
0,0,0,0,0,0,22,5,19,3,4
0,0,0,0,0,22,5,19,3,4,2
0,0,0,0,22,5,19,3,4,2,22
0,0,0,22,5,19,3,4,2,22,5
0,0,22,5,19,3,4,2,22,5,22
0,22,5,19,3,4,2,22,5,22,8
22,5,19,3,4,2,22,5,22,8,88
5,19,3,4,2,22,5,22,8,88,3
19,3,4,2,22,5,22,8,88,3,1
3,4,2,22,5,22,8,88,3,1,7
4,2,22,5,22,8,88,3,1,7,1
2,22,5,22,8,88,3,1,7,1,4
22,5,22,8,88,3,1,7,1,4,2
5,22,8,88,3,1,7,1,4,2,22
22,8,88,3,1,7,1,4,2,22,5
8,88,3,1,7,1,4,2,22,5,22
88,3,1,7,1,4,2,22,5,22,8
3,1,7,1,4,2,22,5,22,8,88
1,7,1,4,2,22,5,22,8,88,3
7,1,4,2,22,5,22,8,88,3,1
1,4,2,22,5,22,8,88,3,1,7
4,2,22,5,22,8,88,3,1,7,1
2,22,5,22,8,88,3,1,7,1,4
22,5,22,8,88,3,1,7,1,4,2
5,22,8,88,3,1,7,1,4,2,22
22,8,88,3,1,7,1,4,2,22,5
8,88,3,1,7,1,4,2,22,5,22
88,3,1,7,1,4,2,22,5,22,8
3,1,7,1,4,2,22,5,22,8,88
1,7,1,4,2,22,5,22,8,88,3
7,1,4,2,22,5,22,8,88,3,1
1,4,2,22,5,22,8,88,3,1,7
4,2,22,5,22,8,88,3,1,7,1
2,22,5,22,8,88,3,1,7,1,4
22,5,22,8,88,3,1,7,1,4,2
5,22,8,88,3,1,7,1,4,2,2
22,8,88,3,1,7,1,4,2,2,18
8,88,3,1,7,1,4,2,2,18,3
88,3,1,7,1,4,2,2,18,3,22
3,1,7,1,4,2,2,18,3,22,4
1,7,1,4,2,2,18,3,22,4,1
7,1,4,2,2,18,3,22,4,1,1
0,0,0,0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,0,0,48,59
0,0,0,0,0,0,0,0,48,59,2
0,0,0,0,0,0,0,48,59,2,59
0,0,0,0,0,0,48,59,2,59,8
0,0,0,0,0,48,59,2,59,8,222
0,0,0,0,48,59,2,59,8,222,3
0,0,0,48,59,2,59,8,222,3,1
0,0,48,59,2,59,8,222,3,1,1
0,48,59,2,59,8,222,3,1,1,44
48,59,2,59,8,222,3,1,1,44,4
59,2,59,8,222,3,1,1,44,4,2
2,59,8,222,3,1,1,44,4,2,1
59,8,222,3,1,1,44,4,2,1,5
8,222,3,1,1,44,4,2,1,5,1
222,3,1,1,44,4,2,1,5,1,1
3,1,1,44,4,2,1,5,1,1,1
1,1,44,4,2,1,5,1,1,1,2
1,44,4,2,1,5,1,1,1,2,1
44,4,2,1,5,1,1,1,2,1,5
4,2,1,5,1,1,1,2,1,5,1
2,1,5,1,1,1,2,1,5,1,1
1,5,1,1,1,2,1,5,1,1,44
5,1,1,1,2,1,5,1,1,44,35
1,1,1,2,1,5,1,1,44,35,119
1,1,2,1,5,1,1,44,35,119,2
1,2,1,5,1,1,44,35,119,2,54
2,1,5,1,1,44,35,119,2,54,19
1,5,1,1,44,35,119,2,54,19,3
5,1,1,44,35,119,2,54,19,3,4
1,1,44,35,119,2,54,19,3,4,6
1,44,35,119,2,54,19,3,4,6,57
44,35,119,2,54,19,3,4,6,57,59
35,119,2,54,19,3,4,6,57,59,8
119,2,54,19,3,4,6,57,59,8,80
2,54,19,3,4,6,57,59,8,80,8
54,19,3,4,6,57,59,8,80,8,103
19,3,4,6,57,59,8,80,8,103,3
3,4,6,57,59,8,80,8,103,3,4
4,6,57,59,8,80,8,103,3,4,8
6,57,59,8,80,8,103,3,4,8,135
57,59,8,80,8,103,3,4,8,135,3
59,8,80,8,103,3,4,8,135,3,4
8,80,8,103,3,4,8,135,3,4,2
80,8,103,3,4,8,135,3,4,2,2
8,103,3,4,8,135,3,4,2,2,54
